1,0.85728,0.79796,0.68582,0.65616,0.62187,0.55978,0.52641,0.45042,0.48285,0.44578,0.47266,0.45598
1,0.97723,0.93069,0.81386,0.80297,0.65545,0.60396,0.52574,0.54851,0.55545,0.52871,0.48119,0.5198
1,0.90606,0.87094,0.68218,0.67691,0.61809,0.5619,0.54609,0.49956,0.43723,0.4223,0.4662,0.41176
1,0.82517,0.72551,0.60895,0.61402,0.49409,0.51774,0.45101,0.48057,0.39105,0.44932,0.41554,0.40709
1,0.86251,0.84326,0.64986,0.65628,0.52979,0.56095,0.53071,0.48671,0.50504,0.47113,0.50412,0.46929
1,0.87924,0.84883,0.66811,0.65682,0.55169,0.55256,0.47611,0.45613,0.42311,0.43527,0.38749,0.38836
1,0.84759,0.79412,0.65508,0.64439,0.53832,0.54724,0.45455,0.44385,0.45098,0.46168,0.40374,0.41266
1,0.8097,0.81793,0.66423,0.63312,0.49954,0.56633,0.46935,0.52882,0.45929,0.47027,0.44648,0.43275
1,0.91824,0.80683,0.80863,0.66217,0.56065,0.57143,0.49865,0.50404,0.4681,0.49955,0.43756,0.43576
1,0.9348,0.86318,0.68687,0.68779,0.60606,0.56841,0.47383,0.49495,0.49954,0.50872,0.42057,0.45179
1,0.92824,0.85741,0.68966,0.70363,0.59459,0.63374,0.5247,0.4753,0.60857,0.50513,0.4576,0.43243
